Repo name,Commit sha,File path,Added lines,Deleted lines,Commit message,Initial code for what and how,Labels for what and how,Initial code for why,Labels for why,If independent
aws_aws-sdk-java,76f60d0ff9fbf2f0b33d4ffe14b0954eced054ef,/aws-java-sdk-directory/src/main/java/com/amazonaws/services/directory/model/ClientException.java,"+     * Constructs a new ClientException with the specified error message.
+     *
+     * @param message
+     *        Describes the error encountered.
","-     * Constructs a new ClientException with the specified error
-     * message.
-     * 
-     * @param message Describes the error encountered.
","\AWS SDK for Java 1.10.27 This release introduces the ability to delete customer master keys (CMKs) in AWS Key Management Service, including two new APIs for scheduling and canceling key deletion. The release also contains several bug fixes and a number of clients regenerated using the new code generator for AWS Java SDK.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
aws_aws-sdk-java,3cea299db664497c1b4153b40971ecf2cd4f8ced,/aws-java-sdk-ecs/src/main/java/com/amazonaws/services/ecs/model/RunTaskRequest.java,"+     * (including constraints in the task definition and those specified at runtime).
+     *         task (including constraints in the task definition and those specified at runtime).
","-     * (including constraints in the task definition and those specified at run time).
-     *         task (including constraints in the task definition and those specified at run time).
","\AWS SDK for Java 1.11.451
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
aws_aws-sdk-java,38cf0d651cb85964b1673190af4293786d499539,/aws-java-sdk-dynamodb/src/main/java/com/amazonaws/services/dynamodbv2/model/DeleteItemRequest.java,"+     *        A map of attribute names to <code>AttributeValue</code> objects, representing the primary key of the item
+     *        to delete.</p>
+     *        Use <code>ReturnValues</code> if you want to get the item attributes as they appeared b","-     *        A map of attribute names to <i>AttributeValue</i> objects, representing the primary key of the item to
-     *        delete.</p>
-     *        Use <i>ReturnValues</i> if you want to get the item attributes as they appeared before they w","\AWS SDK for Java 1.11.79
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
ankidroid_Anki-Android,ad72e43e150b3893d9aafa43ab49980122970362,/src/com/ichi2/anki/CardBrowser.java,"+    // list of available keys in mCards corresponding to the column names in R.array.browser_column2_headings.
+    // Note: the last 6 are currently hidden
+
","-    // list of available keys in mCards corresponding to the column names in R.array.browser_column2_headings. Note: the last 6 are currently hidden
-
","\Format source code according to AnkiDroid conventions.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
javaserverfaces_mojarra,f3998e0107ad1e49b9bccc6ad5147c935203ecbc,/contrib/sandbox/src/java/com/sun/faces/sandbox/render/FileDownloadRenderer.java,"+    // for a refactor here.  Thank you, merging code bases. :)
+
","-    // for a refactor here.  Thanks you merging code bases. :)
-
","\[project @ 2007-01-02 14:27:22 by jdlee] Comment clean ups Added a UIComponentTag class for MultiFileUpload Started/added descriptions to the attributes in the TLD
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
kuali_rice,564d943a429ee2013a4918a2c9e8fd2cfc6bbc1b,/impl/src/main/java/org/kuali/rice/kcb/bo/Message.java,"+// this class could possibly just extend the MessageDTO
+
","-// this class could possibly just extend the MessageVO
-
","\KULRICE-1712 - Refactoring DAO implementations to dao.impl packages.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
smartsheet-platform_smartsheet-java-sdk,cf46bed4e24ab2d5c60fef933cf32c4adadc55a8,/src/main/java/com/smartsheet/api/internal/ShareResourcesImpl.java,"+	 * It mirrors to the following Smartsheet REST API method: DELETE /workspaces/{workspaceId}/shares/{shareId} DELETE
+	 * /sheets/{sheetId}/shares/{shareId} DELETE /reports/{reportId}/shares/{shareId}
","-	 * It mirrors to the following Smartsheet REST API method: DELETE /workspace/{id}/sharewithgroups/{userId} DELETE
-	 * /sheet/{id}/sharewithgroups/{userId}
","\Updated javadoc and update shares.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
jcryptool_crypto,6ae7bd6015993a03e8caafa91c75aef7aedce53e,/org.jcryptool.visual.merkletree/src/org/jcryptool/visual/merkletree/ui/MerkleTreeZestComposite.java,"+	 *        - Contains marked elements of the Changing Path
","-	 *            - Contains marked elements of the Changing Path
","\ZestComposite: Added comments and code improvements
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
opensourceBIM_BIMserver,3a58c27e22fb541199e612fca74ee5ab63f1cc79,/GeneratedProtocolBuffersClient/generated/org/bimserver/pb/AdminInterfaceImpl.java,"+       * <code>optional string identification = 4;</code>
","-       * <code>optional string identification = 5;</code>
","\
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
gridgain_gridgain,e49522b4ec4fb67cd69a7101a1bc796746d82b4a,/modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryUtils.java,"+     * Attempts to create a new collection of the same known type. Will return null if collection type is unknown.
","-     * Attempts to create a new collection of the same known type. Will return null if collection type is
-     * unknown.
","\IGNITE-3098: UTF-16 surrogate pairs are not properly serialized by BinaryMarshaller
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
aws_aws-sdk-java,8c9e8c75f98b87d2364cf52c280796c9fc86fb6d,/aws-java-sdk-simpleworkflow/src/main/java/com/amazonaws/services/simpleworkflow/model/WorkflowExecutionConfiguration.java,"+     * expired timeout. <p>The supported child policies are: <ul>
+     * execution history with this event.</li> <li><b>ABANDON:</b> no action
+     *         expired timeout. <p>The supported child policies are: <ul>
+     *         execution histor","-     * expired timeout. The supported child policies are: <ul>
-     * execution history with this event. </li> <li><b>ABANDON:</b> no action
-     *         expired timeout. The supported child policies are: <ul>
-     *         execution history wit","\AWS SDK for Java 1.9.13
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
hiddenswitch_Spellsource-Server,dab90e8646d907ad9aeed972f5c604f865351748,/game/src/main/java/net/demilich/metastone/game/logic/GameLogic.java,"+	 * 		{@link Hero}.
","-	 * {@link Hero}.
","\Fix #292, fix #322
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
google_blockly-android,41caf78a9846340ffc1647c3921f39817c2f5df7,/blocklylib/src/main/java/com/google/blockly/model/Workspace.java,"+     * <li>Set the block touch handler for the view.</li>
+     * <li>Configure the dragger for the view.</li>
+     * <li>Recursively initialize views for all the blocks in the model and add them to the
+     * view.</li>
","-     *     <li>Set the block touch handler for the view.</li>
-     *     <li>Configure the dragger for the view.</li>
-     *     <li>Recursively initialize views for all the blocks in the model and add them to the
-     *         view.</li>
","\Airstrike and carpet bomb, for testing
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
opensourceBIM_BIMserver,2e4c74c94dfc47fd585b8e036e1d64285f7871d8,/PluginBase/generated/org/bimserver/models/ifc4/util/Ifc4Switch.java,"+	 * Returns the result of interpreting the object as an instance of '<em>Ifc
+	 * Structural Load Temperature</em>'. <!-- begin-user-doc --> This
+	 * implementation returns null; returning a non-null result will terminate
+	 * the switch. <!-- end-us","-	 * Returns the result of interpreting the object as an instance of '<em>Ifc Structural Load Temperature</em>'.
-	 * <!-- begin-user-doc -->
-	 * This implementation returns null;
-	 * returning a non-null result will terminate the switch.
-	 * <!-- ","\Name/GUID/Classification indices added for IFC4, queries should work (GUID queries tested successfully)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
crdroidandroid_android_frameworks_base,843ef36f7b96cc19ea7d2996b7c8661b41ec3452,/media/java/android/media/SoundPool.java,"+     * Load the sound from the specified APK resource.
+     * Note that the extension is dropped. For example, if you want to load
+     * directory.
+     * @param priority the priority of the sound. Currently has no effect. Use
+     *            ","-     * Load the sound from the specified APK resource
-     * <p>Note that the extension is dropped. For example, if you want to load
-     * directory.</p>
-     * @param priority the priority of the sound. Currently has no effect.
","\donut snapshot
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
MoKee_android_frameworks_base,f013e1afd1e68af5e3b868c26a653bbfb39538f8,/awt/java/awt/AWTKeyStroke.java,"+     * @param tokenizer
+     *            the tokenizer.
+     * @return the next token.
","-     * @param tokenizer the tokenizer
-     * 
-     * @return the next token
","\Code drop from //branches/cupcake/...@124589
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
project-ncl_pnc,59bb1548fd6ac307f3bc2c6366ccdbe838d7e555,/pnc-model/src/main/java/org/jboss/pnc/model/ProductMilestone.java,"+     * If this milestone was promoted to a release, this field will be set. Will be null if the milestone was not relesed.
","-     * If this milestone was promoted to a release, this field will be set.
-     * Will be null if the milestone was not relesed.
","\Product Milestones DB change
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
OpenRock_OpenAM,05ca76d5ae014644d576f679ef6aa50e50f9636f,/openam-core/src/main/java/com/iplanet/dpro/session/service/InternalSession.java,"+     * @param res HttpServletResponse
","-     * @param res HttpServletResponse 
","\OPENAM-6038 - enable audit logging of logout events from StatelessSession sessions.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
antlr_antlr4,8449b9258f8d60f52d1ab9c397d9f3f79ffa2e8f,/runtime/Java/src/org/antlr/v4/runtime/Parser.java,"+	/**
+	 * The preferred method of getting a tree pattern. For example, here's a
+	 * sample use:
+	 * <pre>
+	 * ParseTree t = parser.expr();
+	 * ParseTreePattern p = parser.compileParseTreePattern(""<ID>+0"", MyParser.RULE_expr);
+	 * ParseTreeMatc","-	/** The preferred method of getting a tree pattern. For example,
-	 *  here's a sample use:
-	 *  ParseTree t = parser.expr();
-	 *  ParseTreePattern p = parser.compileParseTreePattern(""<ID>+0"", MyParser.RULE_expr);
-	 *  ParseTreeMatch m = p.match(","\Updated documentation and API encapsulation for tree patterns
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
TeamExodus_frameworks_base,49f118ef08e69cb6aaa6a7bcab8a784ae1e26a20,/core/java/android/app/AlertDialog.java,"+         * @param listener the listener to be invoked
+         * @return this Builder object to allow for chaining of calls to set methods
+         * @see AdapterView#setOnItemSelectedListener(android.widget.AdapterView.OnItemSelectedListener)
","-         * 
-         * @param listener The listener to be invoked.
-         * @see AdapterView#setOnItemSelectedListener(android.widget.AdapterView.OnItemSelectedListener)
-         * @return This Builder object to allow for chaining of calls to set","\Clean up AlertDialog javadocs, add overlay theme for dialogs
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
ProjectCCNx_ccnx,006de0f51dd9c67eaa1fbcce2219d4571aa9a55e,/javasrc/src/org/ccnx/ccn/profiles/access/AccessControlManager.java,"+	 * @throws XMLStreamException 
","-	 * @throws XMLStreamException 
","\Cleaned up documentation for AccessControlManager
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
MoKee_android_frameworks_base,7066c9e446bb626804789ac29f0e494aaf94f1bf,/media/java/android/media/session/MediaController.java,"+     * Get a {@link TransportControls} instance to send transport actions to
+     * the associated session.
","-     * Get a {@link TransportControls} instance to send transport actions to this session.
","\Revert ""MediaSession: Add methods for queue managements""
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
kermitt2_grobid,9903e42770239cce8fddba6258c97a928c528803,/grobid-core/src/main/java/org/grobid/core/document/Document.java,"+     *
+     * -> not used anymore
+     *
","-	 *
-	 * -> not used anymore
-	 *
","\progress on figure extraction
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
imglib_imglib2,da77c23aaf858260eb494686f8b8e9808e98a7d1,/imglib2/scripting/src/main/java/net/imglib2/script/algorithm/IntegralImage.java,"+ *
+ * @author Albert cardona
","- * @author Albert cardona
","\Clean up and standardize copyright headers
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
Azure_azure-sdk-for-java,48836f2a27ea37bf1e6eaeceb12622147e23a3bc,/sdk/batch/microsoft-azure-batch/src/main/java/com/microsoft/azure/batch/protocol/implementation/ComputeNodesImpl.java,"+     * Updates the password and expiration time of a user Account on the specified Compute Node.
+     * This operation replaces of all the updatable properties of the Account. For example, if the expiryTime element is not specified, the current value i","-     * Updates the password and expiration time of a user account on the specified compute node.
-     * This operation replaces of all the updatable properties of the account. For example, if the expiryTime element is not specified, the current value i","\Batch REST API Update - June 2019 (#3861)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
flixel-gdx_flixel-gdx,b403c3d6a5151177727768705e2a695c9840a61a,/flixel-core/src/org/flixel/FlxSprite.java,"+	 * @param	Force	Force the frame to redraw, even if its not flagged as necessary.
","-	 * @param Force Force the frame to redraw, even if its not flagged as
-	 *        necessary.
","\updated formatting to be closer to original flixel
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
intuit_Tank,60bbf74a8bd0cca83047a6ee67690db4296be306,/rest/service/cloud/src/main/java/com/intuit/tank/service/impl/v1/cloud/JobController.java,"+     * @inheritDoc
","-     * @{inheritDoc
","\Version bump to 2.2.5 (#51)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
MoKee_android_frameworks_base,f013e1afd1e68af5e3b868c26a653bbfb39538f8,/awt/java/awt/font/TextLayout.java,"+     * Gets the float array of offsets for the baselines which are used in this
+     * TextLayout.
+     * @return the float array of offsets for the baselines which are used in
+     *         this TextLayout.
","-     * Gets the float array of offsets for the baselines which 
-     * are used in this TextLayout.
-     * @return the float array of offsets for the baselines which 
-     * are used in this TextLayout.
","\Code drop from //branches/cupcake/...@124589
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
ibissource_iaf,72a3af6222ad2b82fe37af687c4a4594765cec45,/JavaSource/nl/nn/adapterframework/soap/Soap.java,"+ * @version $Id$
","- * @version Id
","\added open source license
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
Azure_azure-sdk-for-java,23878de8d85834c5407a2c0f8118a251a7af2052,/management-websites/src/main/java/com/microsoft/windowsazure/management/websites/models/WebSiteUpdateConfigurationParameters.java,"+    * Optional. The connection strings for database and other external
+    * resources.
","-    * Optional. Connection strings for database and other external resources.
","\Release 0.7.0
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
aws_aws-sdk-java,77d75055060be9605242fccb4190f05cf5670b17,/aws-java-sdk-ec2/src/main/java/com/amazonaws/services/ec2/AmazonEC2Client.java,"+     * By default, the Spot Fleet requests Spot Instances in the Spot Instance pool where the price per unit is the
+     * lowest. Each launch specification can include its own instance weighting that reflects the value of the instance
+     * type to","-     * By default, the Spot Fleet requests Spot Instances in the Spot pool where the price per unit is the lowest. Each
-     * launch specification can include its own instance weighting that reflects the value of the instance type to your
-     * app","\AWS SDK for Java 1.11.611
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
krasserm_ipf,8a5ceafa1db6401d66fdd85d0d3207aaf8d61471,/commons/xml/src/main/java/org/openehealth/ipf/commons/xml/XsltTransmogrifier.java,"+     * Instantiates a {@link Templates} object according to the parameters. The template is stored in a cache for faster
+     * access in subsequent calls.
+     *            params[0] must be of type String and reference the stylesheet resource
","-     * Instantiates a {@link Templates} object according to the parameters. The
-     * template is stored in a cache for faster access in subsequent calls.
-     *            params[0] must be of type String and reference the stylesheet
-     *      ","\Refactoring parameters processing in all XSLT depending transmogrifiers.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
AndroidHardeningArchive_platform_frameworks_base,9b56ad8f1a7e2c97423171bf15b0dc303f12d4c1,/telephony/java/android/telephony/CarrierConfigManager.java,"+     * <p>
+     * Depending on simState, the config may be cleared or loaded from config app. This is only used
+     * by SubscriptionInfoUpdater.
+     * </p>
+     * 
","-     *
-     * Depending on simState, the config may be cleared or loaded from config app.
-     * This is only used by SubscriptionInfoUpdater.
-     *
","\Moving all Telephony overlays to CarrierConfigManager.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
knowm_XChange,09855bc6995cf36da8903253115f68c0864521a2,/xchange-hitbtc/src/main/java/org/knowm/xchange/hitbtc/v2/HitbtcAdapters.java,"+   * @see https://api.hitbtc.com/api/2/explore/ Transaction Model possible types: payout, payin,
+   *     deposit, withdraw, bankToExchange, exchangeToBank
","-   * @see https://api.hitbtc.com/api/2/explore/ Transaction Model
-   * possible types: payout, payin, deposit, withdraw, bankToExchange, exchangeToBank
","\[hitbtc] pom reformatter first time
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
aosp-mirror_platform_dalvik,99409883d9c4c0ffb49b070ce307bb33a9dfe9f1,/dx/src/com/android/dx/dex/code/LocalSnapshot.java,"+     * unknown ({@code -1}).
+     * @param position {@code non-null;} source position
+     * @param locals {@code non-null;} associated local variable state
","-     * unknown (<code>-1</code>).
-     * @param position non-null; source position
-     * @param locals non-null; associated local variable state
","\auto import //branches/master/...@140412
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
apache_tinkerpop,90460dfb7b8ba11983871c2e8f83fec79807443f,/gremlin-core/src/main/java/com/tinkerpop/gremlin/structure/strategy/GraphStrategy.java,"+     * @param ctx               the context within which this strategy function is called
","-     * @param ctx the context within which this strategy function is called
","\Removed Graph.of(). TraversalStrategies are not 'emanating object class'-dependent, not dependent on the Traversal class. Simplied caching model and removed the need for vendors to provide DefaultXXXGraphTraversal implementations. Removed Traversal.SideEffect.getGraph(). It is unsafe to store the graph in the sideEffects of the traversal (OLAP .. serialization). Simplified Traversal interfaces to use core start() methods. Was able to gut lots of methods in tinkerGraph, HadoopGraph, and Neo4jGraph as now we can just rely on default methods in core interface.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
omnirom_android_frameworks_base,9f98789d3f3642bacc3f339009e8a7938ce5761b,/services/core/java/com/android/server/connectivity/Vpn.java,"+     * Establish a VPN network and return the file descriptor of the VPN interface. This methods
+     * returns {@code null} if the application is revoked or not prepared.
","-     * Establish a VPN network and return the file descriptor of the VPN
-     * interface. This methods returns {@code null} if the application is
-     * revoked or not prepared.
","\Revert ""Revert ""Update VPN capabilities when its underlying network set is null.""""
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
stripe_stripe-java,8236b1fa1474c4877ce6b1fdb08f79e71bbafdec,/src/main/java/com/stripe/param/SetupIntentCancelParams.java,"+     * Add a key/value pair to `extraParams` map. A map is initialized for the first `put/putAll` call, and subsequent calls add additional key/value pairs to the original map. See {@link SetupIntentCancelParams#extraParams} for the field documentation.","-     * Add a key/value pair to `extraParams` map. A map is initialized for the first `put/putAll`
-     * call, and subsequent calls add additional key/value pairs to the original map. See {@link
-     * SetupIntentCancelParams#extraParams} for the fie","\Codegen for openapi 8535416
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
eclipse_eclipse.platform.ui,ca866a345aa4b9e77b9cb8d514bdc89cba4ed5dd,/examples/org.eclipse.jface.examples.databinding/src/org/eclipse/jface/examples/databinding/compositetable/CompositeTable.java,"+	 * Method isDeleteEnabled. Returns if delete is enabled. Deletions are only
+	 * processed if the DeleteEnabled property is true and at least one delete
+	 * handler has been registered.
+	 * <p>
+	 * @return true if delete is enabled. false otherwi","-	 * Method isDeleteEnabled.  Returns if delete is enabled.  Deletions are only processed if
-	 * the DeleteEnabled property is true and at least one delete handler has been registered.<p>
-	 * @return true if delete is enabled.  false otherwise.
","\Reformatted comments
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
googleapis_google-cloud-java,e67fd018a79de01181f1806a4597055d5d2104bb,/google-api-grpc/proto-google-cloud-talent-v4beta1/src/main/java/com/google/cloud/talent/v4beta1/ProfileQuery.java,"+     * If [EmployerFilter.negated][google.cloud.talent.v4beta1.EmployerFilter.negated] is specified, the result won't contain
+     * profiles that match the employers.
","-     * If
-     * [EmployerFilter.negated][google.cloud.talent.v4beta1.EmployerFilter.negated]
-     * is specified, the result won't contain profiles that match the employers.
","\synth (#5013)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
googleapis_google-cloud-java,cafd7474e37951bcfaf4d81fa9727a6ce74455ce,/google-api-grpc/proto-google-cloud-dataproc-v1/src/main/java/com/google/cloud/dataproc/v1/Job.java,"+     * Output only. The previous job status.
","-     * Output-only. The previous job status.
","\Regenerate dataproc client - Adds workflow templating (#4110)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
kitodo_kitodo-production,759c48933d9d3aba165d81ba5c9130cec33fa7e5,/Kitodo/src/main/java/org/kitodo/production/plugin/importer/massimport/googlecode/fascinator/redbox/sru/SRUClient.java,"+     * <p>Used in unit testing to indicate a package resource to use as search responses, rather then submitting
+     * a real SRU query.</p>
+     *
","-     * <p>Used in unit testing to indicate a package resource to use as search
-     * responses, rather then submitting a real SRU query.</p>
-     * 
","\Kitodo Core code formatting
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
hunterhacker_jdom,d7dc6b79b11933fdd21f3806697ff47dc34accf5,/core/src/java/org/jdom/Verifier.java,"+     * @return <code>String</code> reason system literal is illegal, or
","-     * @return <code>String</code> - reason system literal is illegal, or
","\Partial patch to add ""base uri"" support to JDOM, thanks to Rusty. This adds it for Document.  Support in Element and other types is still to come.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
hamcrest_JavaHamcrest,7a64e23af033714e8f500490034379612d4a9419,/hamcrest-core/src/main/java/org/hamcrest/BaseDescription.java,"+    /**
+     * Append the String <var>str</var> to the description.  
+     * The default implementation passes every character to {@link #append(char)}.  
+     * Override in subclasses to provide an efficient implementation.
","-    /** Append the String <var>str</var> to the description.  
-     *  The default implementation passes every character to {@link #append(char)}.  
-     *  Override in subclasses to provide an efficient implementation.
","\- Added missing tests for descriptions - Added missing tests for nested matchers - Added missing comments - Code unification (for example, put createMatcher first in tests)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
SlimRoms_frameworks_base,349f4eddf76d1f16966a7ae7b599e984f599cf2e,/telephony/java/android/telephony/TelephonyManager.java,"+    /**
","-   /**
","\Add visual voicemail SMS filter APIs
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
jlfex_hermes,7c7168f7b6253a7606f11b3462cab74e7ecc0890,/hermes-service/src/main/java/com/jlfex/hermes/service/impl/PropertiesServiceImpl.java,"+
+
+	/*
+	 * (non-Javadoc)
+	 * 
+	 * @see
+	 * com.jlfex.hermes.service.PropertiesService#findById(java.lang.String)
+
+	/*
+	 * (non-Javadoc)
+	 * 
+
+	/*
+	 * (non-Javadoc)
+	 * 
+	 * @see
+	 * com.jlfex.hermes.service.PropertiesServic","-        
-        
-        /* (non-Javadoc)
-         * @see com.jlfex.hermes.service.PropertiesService#findById(java.lang.String)
-        
-        /* (non-Javadoc)
-        
-        /* (non-Javadoc)
-         * @see com.jlfex.hermes.service.","\#78
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
eclipse_eclipse.platform.swt,5721cfd149c1026b4c21848f64c2b57027ac8c7e,b/bundles/org.eclipse.swt/Eclipse,"+void addEventMethods (long /*int*/ cls, long /*int*/ proc2, long /*int*/ proc3, long /*int*/ drawRectProc, long /*int*/ hitTestProc, long /*int*/ needsDisplayInRectProc) {
+
","-void addEventMethods (int /*long*/ cls, int /*long*/ proc2, int /*long*/ proc3, int /*long*/ drawRectProc, int /*long*/ hitTestProc, int /*long*/ needsDisplayInRectProc) {
-
","\Make 64-bit the default source code
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
kiegroup_drools,9d303863700ea59e8c1539eb495ba0e3c40b910f,/drools-compiler/src/main/java/org/drools/clp/CLPParser.java,"+                    // D:\\workspace\\jboss\\jbossrules\\drools-compiler\\src\\main\\resources\\org\\drools\\clp\\CLP.g:488:6: t= BOOL
+
","-                    // C:\\dev\\jbossrules\\trunk\\drools-compiler\\src\\main\\resources\\org\\drools\\clp\\CLP.g:488:6: t= BOOL
-
","\JBRULES-720: fixing SYMBOL lexer rule
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
hharrison_java3d-core,356bbf2bd325380e16fd77d34fffd084dc1c0928,/src/classes/share/javax/media/j3d/RenderBin.java,"+	// XXXX: there is a possible problem in the case of multiple
+
","-	// TODO: there is a possible problem in the case of multiple
-
","\Merged changes from dev-1_4 branch into the main trunk.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
apache_jmeter,5079cdf1a351c6b5327833e13af78864597ab777,/src/protocol/http/org/apache/jmeter/protocol/http/proxy/Proxy.java,"+                // See https://bz.apache.org/bugzilla/show_bug.cgi?id=25430
+
","-                // See https://issues.apache.org/bugzilla/show_bug.cgi?id=25430
-
","\Change links to bugzilla to the new domain name (bz.apache.org)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
Azure_azure-iot-sdk-java,084084c76b814c430476332e2e02b243b26553ba,/provisioning/provisioning-service-client/src/test/java/tests/unit/com/microsoft/azure/sdk/iot/provisioning/service/configs/IndividualEnrollmentTest.java,"+    /* SRS_INDIVIDUAL_ENROLLMENT_21_023: [The setRegistrationState shall throw IllegalArgumentException if the provided registrationState is null.] */
+
","-    /* SRS_INDIVIDUAL_ENROLLMENT_21_023: [The setRegistrationState shall throws IllegalArgumentException if the provided registrationState is null.] */
-
","\Fix names, add X509CAReference, and change Twin property name from desireProperties to properties.desired
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
JabRef_jabref,625d17d736805aa6a4f6d879b0f7e7bd4b9e7ae0,/src/main/java/net/sf/jabref/gui/cleanup/FieldFormatterCleanupsPanel.java,"+        //The copy is necessary because the original List is unmodifiable
+
","-        //The copy is necessary becaue the original List is unmodifiable
-
","\Replace general get/put/remove metadata calls with typed versions
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
syncthing_syncthing-android,e9eef4332b058ea09cceb9900d72d6294efcf363,/app/src/main/java/com/nutomic/syncthingandroid/activities/FolderActivity.java,"+    // recreated in the onServiceStateChange(). This has been observed to happen after the screen orientation has changed while the VersioningDialogActivity was open.
+
","-    // recreated in the onApiChange(). This has been observed to happen after the screen orientation has changed while the VersioningDialogActivity was open.
-
","\Refactor SyncthingService (lifecycle), DeviceStateHolder, RestApi, multiple fixes (#1119)
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
blazegraph_database,bd27f19f76fec307a00a97ded38039a6b8635fc4,/bigdata-sails/src/test/com/bigdata/rdf/sail/webapp/TestBigdataSailRemoteRepository.java,"+if(true) return; // FIXME (***) TX TEST DISABLED
+
","-if(true) return; // FIXME TEST DISABLED
-
","\Checkpoint on REST API. See BLZG-1259
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
netty_netty,5275f37ffb942b5ccd8cedef009822cf9cf7b486,/transport/src/main/java/io/netty/bootstrap/AbstractBootstrap.java,"+        //    i.e. It's safe to attempt bind() or connect() now because the channel has been registered.
+
","-        //    i.e. It's safe to attempt bind() or connect() now beause the channel has been registered.
-
","\Fix a typo in comment
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
google_tink,1913b433ef8179b1118a7a760b6554bee69a00d6,/java/src/main/java/com/google/crypto/tink/KeysetHandle.java,"+        /* associatedData= */new byte[0]);
+          encryptedKeyset, /* associatedData= */new byte[0]));
+
","-        /* additionalData= */new byte[0]);
-          encryptedKeyset, /* additionalData= */new byte[0]));
-
","\Style cleanup after sync.
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
google_closure-compiler,70a5626922ea7e8c98747e22b6986638ba38fadc,/src/com/google/javascript/jscomp/TightenTypes.java,"+            // system, by declaring a variable for it in the scope in which the
+
","-            // sytem, by declaring a variable for it in the scope in which the
-
","\Fix various typos, spelling and grammar errors. Fixes issue 734. Contributed by Robert Gust Bardon
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
OpenNTF_org.openntf.domino,eed04e49fecddb8e903624facc1534e3524dacf9,/org.openntf.domino/src/org/openntf/domino/impl/Form.java,"+	/*
+	 * (non-Javadoc)
+	 * 
+
","-	/* (non-Javadoc)
-
","\Added getDocument() and getUniversalID() to the Design interface, as well as applicable implementations. Also suppressed a couple warnings and added some generics to Form
",formatting,Formatting and others & adjusting newlines and blank lines,\,,
