Commit SHA,File path,Added lines,Deleted lines,If ICC,Our heuristics
649382fa8abe17087e4d453ef6e7a8b8f21f7e00,/src/markehme/factionsplus/listeners/CoreListener.java,"					// Check for chunks
					if(Utilities.checkForRegionsInChunk(event.getUSender().getPlayer().getLocation(), event.getUSender().getPlayer())) {
						// TODO: 	Check region flags - this can be done by instead returning an array
						//			of the regions in the chunk, checking the size of the array and then
						//			loop through if we're supporting checkForWorldGuardRegionFlags
						
						// The flag will be ""faction"" /region flag SomeRegion faction MyFactionName
						// and thus, that Faction can build. 
						
						event.setCancelled(true);
						
						event.getUSender().msg(Txt.parse(LConf.get().worldGuardRegionInWay));
					
","				// Ensure WorldGuard exists! 
					if(FactionsPlus.worldGuardPlugin != null ) {
						
						// Check for chunks
						if(Utilities.checkForRegionsInChunk(event.getUSender().getPlayer().getLocation(), event.getUSender().getPlayer())) {
							
							// TODO: 	Check region flags - this can be done by instead returning an array
							//			of the regions in the chunk, checking the size of the array and then
							//			loop through if we're supporting checkForWorldGuardRegionFlags
							
							// The flag will be ""faction"" /region flag SomeRegion faction MyFactionName
							// and thus, that Faction can build. 
							event.setCancelled(true);
							event.getUSender().msg(Txt.parse(LConf.get().worldGuardRegionInWay));
								
						}
",0,0
d5ade1364b2c9bd452400fbee52273a3826ec105,/media/tests/MediaFrameworkTest/src/com/android/mediaframeworktest/performance/VideoEditorPerformance.java,,"    // TODO : remove PRF_008
",1,1
641cb147da46294105f1a65c46c9b4aaac328831,/substratevm/src/com.oracle.svm.agent/src/com/oracle/svm/agent/JniCallInterceptor.java,"        JNIObjectHandle callerClass = getCallerClass(env);
        if (accessVerifier != null && !accessVerifier.verifyDefineClass(env, name, loader, buf, bufLen, callerClass)) {
            return nullHandle();
        }
        if (shouldTrace()) {
            traceCall(env, ""DefineClass"", nullHandle(), nullHandle(), callerClass, result.notEqual(nullHandle()), fromCString(name));
        }
    private static JNIObjectHandle getCallerClass(JNIEnvironment env) {
        try {
            return Support.getCallerClass(0);
        } finally {
            checkNoException(env);
        }
    }

        JNIObjectHandle callerClass = getCallerClass(env);
        if (accessVerifier != null && !accessVerifier.verifyFindClass(env, name, callerClass)) {
            return nullHandle();
        }
        if (shouldTrace()) {
            traceCall(env, ""FindClass"", nullHandle(), nullHandle(), callerClass, result.notEqual(nullHandle()), fromCString(name));
        }
        JNIObjectHandle callerClass = getCallerClass(env);
        if (result.isNonNull() && accessVerifier != null && !accessVerifier.verifyGetMethodID(env, clazz, name, signature, result, callerClass)) {
            // NOTE: GetMethodID() above can have initialized `clazz` as a side effect
            return nullPointer();
        }
        if (shouldTrace()) {
            traceCall(env, ""GetMethodID"", clazz, getMethodDeclaringClass(result), callerClass, result.isNonNull(), fromCString(name), fromCString(signature));
        }
        JNIObjectHandle callerClass = getCallerClass(env);
        if (result.isNonNull() && accessVerifier != null && !accessVerifier.verifyGetMethodID(env, clazz, name, signature, result, callerClass)) {
            // NOTE: GetStaticMethodID() above can have initialized `clazz` as a side effect
            return nullPointer();
        }
        if (shouldTrace()) {
            traceCall(env, ""GetStaticMethodID"", clazz, getMethodDeclaringClass(result), callerClass, result.isNonNull(), fromCString(name), fromCString(signature));
        }
        JNIObjectHandle callerClass = getCallerClass(env);
        if (result.isNonNull() && accessVerifier != null && !accessVerifier.verifyGetFieldID(env, clazz, name, signature, result, callerClass)) {
            // NOTE: GetFieldID() above can have initialized `clazz` as a side effect
            return nullPointer();
        }
        if (shouldTrace()) {
            traceCall(env, ""GetFieldID"", clazz, getFieldDeclaringClass(clazz, result), callerClass, result.isNonNull(), fromCString(name), fromCString(signature));
        }
        JNIObjectHandle callerClass = getCallerClass(env);
        if (result.isNonNull() && accessVerifier != null && !accessVerifier.verifyGetFieldID(env, clazz, name, signature, result, callerClass)) {
            // NOTE: GetStaticFieldID() above can have initialized `clazz` as a side effect
            return nullPointer();
        }
        if (shouldTrace()) {
            traceCall(env, ""GetStaticFieldID"", clazz, getFieldDeclaringClass(clazz, result), callerClass, result.isNonNull(), fromCString(name), fromCString(signature));
        }
    public static void onLoad(JniAccessVerifier verifier, TraceWriter writer) {
        JniCallInterceptor.accessVerifier = verifier;
    }
    public static void onVMStart(JvmtiEnv jvmti) {
","        traceCall(env, ""DefineClass"", nullHandle(), nullHandle(), result.notEqual(nullHandle()), fromCString(name));
        traceCall(env, ""FindClass"", nullHandle(), nullHandle(), result.notEqual(nullHandle()), fromCString(name));
        traceCall(env, ""GetMethodID"", clazz, getMethodDeclaringClass(result), result.isNonNull(), fromCString(name), fromCString(signature));
        traceCall(env, ""GetStaticMethodID"", clazz, getMethodDeclaringClass(result), result.isNonNull(), fromCString(name), fromCString(signature));
        traceCall(env, ""GetFieldID"", clazz, getFieldDeclaringClass(clazz, result), result.isNonNull(), fromCString(name), fromCString(signature));
        traceCall(env, ""GetStaticFieldID"", clazz, getFieldDeclaringClass(clazz, result), result.isNonNull(), fromCString(name), fromCString(signature));
    public static void onVMStart(JvmtiEnv jvmti, TraceWriter writer) {
",0,0
3b2375942b3a9bc244881231d4d4e5e9e7e20f09,/src/main/java/net/citizensnpcs/api/ai/tree/ForwardingBehaviorGoalAdapter.java,"/**
 * Forwards all calls to a secondary {@link Behavior}.
 */
",,1,1
56c76eb3e7d2990a2fa4ba662491589b45ddc6bd,/core/org.eclipse.cdt.core/index/org/eclipse/cdt/internal/core/search/indexing/SourceIndexerRequestor.java,"	public boolean acceptProblem(IProblem problem) {
		return DefaultProblemHandler.ruleOnProblem( problem, ParserMode.COMPLETE_PARSE );
","	public void acceptProblem(IProblem problem) {
		// TODO Auto-generated method stub

",0,0
14f8b264e57602ebda791495706739c9b2d238cf,/controller/server/src/main/java/com/emc/pravega/controller/store/stream/ZKStream.java,"        segmentCache = new PathChildrenCache(client, segmentPath, true);
        indexCache = new NodeCache(client, String.format(INDEX_PATH, name));
        historyCache = new NodeCache(client, String.format(HISTORY_PATH, name));
        configurationCache = new NodeCache(client, String.format(CONFIGURATION_PATH, name));
","//        segmentCache = new PathChildrenCache(client, segmentPath, true);
//        indexCache = new NodeCache(client, String.format(INDEX_PATH, name));
//        historyCache = new NodeCache(client, String.format(HISTORY_PATH, name));
//        configurationCache = new NodeCache(client, String.format(CONFIGURATION_PATH, name));
",1,0
11cced63dd533136c4fc3bf83f1ad97d2320362a,/zweb/src/org/zkoss/web/util/resource/ClassWebResource.java,"	/** Filers for requests. Map(String ext, FastReadArray(Filter)). */
	private final Map _reqfilters = new HashMap(2);
	/** Filers for includes. Map(String ext, FastReadArray(Filter)). */
	private final Map _incfilters = new HashMap(2);
	/** Indicates that the filter is applicable if the request comes
	 * directly from the client.
	 * @see #addFilter
	 * @since 3.5.1
	 */
	public static final int FILTER_REQUEST = 0x1;
	/** Indicates that the filter is applicable if the request is dispatched
	 * due to the inclusion. In other words, it is included by other servlet.
	 * @see #addFilter
	 * @since 3.5.1
	 */
	public static final int FILTER_INCLUDE = 0x2;

",,0,0
a1b13ed0912a7e08f9848196b4ca64dcb5db9d0b,/graphics/java/android/renderscript/Type.java," * Type is an allocation template.  It consists of an Element and one or more
 * dimensions.  It describes only the layout of memory but does not allocate and
 * storage for the data thus described.
 *
 * A Type consists of several dimensions.  Those are X, Y, Z, LOD (level of
 * detail), Faces (faces of a cube map).  The X,Y,Z dimensions can be assigned
 * any positive integral value within the constraints of available memory.  A
 * single dimension allocation would have an X dimension of greater than zero
 * while the Y and Z dimensions would be zero to indicate not present.  In this
 * regard an allocation of x=10, y=1 would be considered 2 dimensionsal while
 * x=10, y=0 would be considered 1 dimensional.
 *
 * The LOD and Faces dimensions are booleans to indicate present or not present.
 *
",,1,1
cca00c614c24a71dc234c79ad6241efa9f6c7676,/core/java/android/hardware/camera2/CameraDevice.java,"         * @deprecated Use {@link CameraCaptureSession.StateListener} instead.
",,1,1
fcc56eda9a2c88035578dd262c06163b028d482f,/bundles/org.eclipse.rap.jface.databinding/src/org/eclipse/jface/databinding/swt/SWTObservables.java,"	 * 
		return WidgetProperties.minimum().observe(control);
","	 *
		if (control instanceof Spinner) {
			return new SpinnerObservableValue((Spinner) control,
					SWTProperties.MIN);
		} else if (control instanceof Scale) {
			return new ScaleObservableValue((Scale) control, SWTProperties.MIN);
		}

		throw new IllegalArgumentException(
				""Widget ["" + control.getClass().getName() + ""] is not supported.""); //$NON-NLS-1$//$NON-NLS-2$
",0,0
b794b5b0f4bcd000e098265a6ec63d4b0cf3852f,/slices/view/src/main/java/androidx/app/slice/widget/ListContent.java,"        mSliceActions = SliceUtils.getSliceActions(slice);
","        SliceItem actionGroup = SliceQuery.find(slice, FORMAT_SLICE, HINT_ACTIONS, null);
        if (actionGroup != null) {
            // TODO: actually use the actions
            mSliceActions = SliceQuery.findAll(actionGroup, FORMAT_ACTION, HINT_ACTIONS, null);
        }
",0,0
3639e35a2502941191c218b476d63af286654550,/Commons/G3MSharedSDK/src/org/glob3/mobile/generated/MapBooBuilder_TubeWatchdogPeriodicalTask.java,"//const URL MapBooBuilder::createApplicationDescriptionURL() const {
//  const std::string serverPath = _serverURL.getPath();
//
//  return URL(serverPath + ""/application/"" + _applicationId + ""/runtime"", false);
//}


",,1,1
cf09fe68015c042f3847b835f7f6bebe7f95107d,/services/core/java/com/android/server/audio/AudioService.java,"    /** @see AudioManager#setBluetoothA2dpOn(boolean) */
        synchronized (mBluetoothA2dpEnabledLock) {
            mBluetoothA2dpEnabled = on;
            sendMsg(mAudioHandler, MSG_SET_FORCE_BT_A2DP_USE, SENDMSG_QUEUE,
                    AudioSystem.FOR_MEDIA,
                    mBluetoothA2dpEnabled ? AudioSystem.FORCE_NONE : AudioSystem.FORCE_NO_BT_A2DP,
                    null, 0);
        }
    /** @see AudioManager#isBluetoothA2dpOn() */
        synchronized (mBluetoothA2dpEnabledLock) {
            return mBluetoothA2dpEnabled;
        }
","    /**
     * Deprecated.
     * Keep stub implementation until MediaRouter stops using it.
     * @deprecated
     * */
        mBluetoothA2dpEnabled = on;
        Log.e(TAG, ""setBluetoothA2dpOn() is deprecated, now a no-op"",
                new Exception(""Deprecated use of setBluetoothA2dpOn()""));
    /** Deprecated.
     * Keep stub implementation until MediaRouter stops using it
     * @deprecated
     * */
        return mBluetoothA2dpEnabled;
",0,0
adabffc3369e5ed8b02bb3eace6bb2251c6869eb,b/bundles/org.eclipse.rp.ui.workbench/Eclipse,"	 * 
	 * @return <code>true</code> if there are less than two pages.
	private boolean hasAtMostOnePage() {
		ITreeContentProvider contentProvider= new PreferenceContentProvider();
		try {
			Object[] children= contentProvider.getElements(getPreferenceManager());
			return children.length == 0 || children.length == 1 && !contentProvider.hasChildren(children[0]);
		} finally {
			contentProvider.dispose();

		if (hasAtMostOnePage()) {
			treeViewer.setLabelProvider(new PreferenceLabelProvider());
		} else {
			treeViewer.setLabelProvider(new PreferenceBoldLabelProvider(filteredTree));
		}
		IContributionService cs = (IContributionService) PlatformUI
				.getWorkbench().getActiveWorkbenchWindow().getService(
","
	 * @param tree
	 * @return <code>true</code> if there are less than two
	 * pages.
	private boolean hasAtMostOnePage(TreeViewer tree){
		ITreeContentProvider contentProvider = (ITreeContentProvider ) tree.getContentProvider();
		Object[] children= contentProvider.getElements(tree.getInput());
		
		if(children.length <= 1){
			if(children.length == 0) {
				return true;
			}
			return !contentProvider.hasChildren(children[0]);				
		return false;
	
		treeViewer.setLabelProvider(new PreferenceBoldLabelProvider(
				filteredTree));
		IContributionService cs = (IContributionService) Workbench
				.getInstance().getActiveWorkbenchWindow().getService(
",0,0
4a818d67b0bcefdd1c22d76d3a82b9644675facf,/modules/contribution/src/main/java/org/apache/tuscany/sca/contribution/processor/ExtensibleStAXArtifactProcessor.java,"     * @param is The artifact inputstream
     * @param type Model type
     * @return The model
","     * @param is
     * @param type
     * @return
",1,1
d589263f67e979e192d8fdc4293105dc591b0f3f,/src/main/org/apache/tools/ant/taskdefs/Delete.java,"     * @param selector the selector to be added
",,1,1
3ab6e9253555d013a8c6eb3b90cddffa090fcaee,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,"        final Map<Integer, BookieSocketAddress> copyDelayedWriteFailedBookies =
                new HashMap<Integer, BookieSocketAddress>(delayedWriteFailedBookies);
        delayedWriteFailedBookies.clear();

        // Original intent of this change is to do a best-effort ensemble change.
        // But this is not possible until the local metadata is completely immutable.
        // Until the feature ""Make LedgerMetadata Immutable #610"" Is complete we will use
        // handleBookieFailure() to handle delayed writes as regular bookie failures.
        handleBookieFailure(copyDelayedWriteFailedBookies);
","        int curBlockAddCompletions = blockAddCompletions.get();
        if (bk.getDisableEnsembleChangeFeature().isAvailable()) {
            if (LOG.isDebugEnabled()) {
                LOG.debug(""Ensemble change is disabled. Failed bookies {} for ledger {}."",
                        delayedWriteFailedBookies, ledgerId);
            }
            return;
        }
        int curNumEnsembleChanges = numEnsembleChanges.incrementAndGet();
        if (curNumEnsembleChanges > maxAllowedEnsembleChanges) {
            if (LOG.isDebugEnabled()) {
                LOG.debug(""Exceeding maxAllowedEnsembeChanges {}. Failed bookies {} for ledger {}."",
                        maxAllowedEnsembleChanges, delayedWriteFailedBookies, ledgerId);
            }
            return;
        }
        if (writeFlags.contains(WriteFlag.DEFERRED_SYNC)) {
            if (LOG.isDebugEnabled()) {
                LOG.debug(""Cannot perform ensemble change with writeflags {}.""
                        + ""Failed bookies {} for ledger {}."",
                        writeFlags, delayedWriteFailedBookies, ledgerId);
            }
            return;
        }
        LedgerMetadata metadata = getLedgerMetadata();
        synchronized (metadata) {
            try {
                EnsembleInfo ensembleInfo = replaceBookieInMetadata(delayedWriteFailedBookies, curNumEnsembleChanges);
                if (ensembleInfo.replacedBookies.isEmpty()) {
                    return;
                }
                if (LOG.isDebugEnabled()) {
                    LOG.debug(""[EnsembleChange-L{}-{}] : writing new ensemble info = {}"",
                            getId(), curNumEnsembleChanges, ensembleInfo);
                }
                writeLedgerConfig(new ChangeEnsembleCb(ensembleInfo, curBlockAddCompletions,
                        curNumEnsembleChanges, false));
            } catch (BKException.BKNotEnoughBookiesException e) {
                LOG.error(""Could not get additional bookie to remake ensemble: {}"", ledgerId);
            }
            delayedWriteFailedBookies.clear();
        }
",0,0
48f2cda829ddb761697a0efb0cad42a62480c130,/packages/SystemUI/src/com/android/systemui/recents/views/TaskStackView.java,,"    /** The TaskView callbacks */
    interface TaskStackViewCallbacks {
        public void onTaskViewClicked(TaskStackView stackView, TaskView tv, TaskStack stack, Task t,
                boolean lockToTask, Rect bounds, int destinationStack);
    }

    TaskStackViewCallbacks mCb;
",0,0
fbb08908180a688b1c692493d7dff62f7b0ade66,/src/com/itmill/toolkit/ui/Window.java,"            close();
        }
    }

    /**
     * Method that handles window closing (from UI). If one wants to have window
     * that cannot be closed (with server side check), override this with and
     * empty method.
     */
    protected void close() {
        Window parent = (Window) getParent();
        if (parent == null) {
        } else {
            // subwindow is removed from parent
            parent.removeWindow(this);
            fireClose();
",,0,0
d889bb0d5635749c0bc818c3caf72a953d32410f,/google-cloud-clients/google-cloud-compute/src/main/java/com/google/cloud/compute/v1/NodeGroup.java,"/** A NodeGroup resource. */
",,1,1
58396984ef49080d5550919130fc0d869ccf840b,/core/java/com/android/internal/widget/LockPatternUtils.java,"                        (usingBiometricWeak() && backupEnabled));
     * @return Whether biometric weak lock is installed and that the front facing camera exists
    public boolean isBiometricWeakInstalled() {
        // Check that the system flag was set
        if (!SystemProperties.getBoolean(""ro.lockscreen.facelock_enabled"", false)) {
            return false;
        }

        // Check that it's installed
        PackageManager pm = mContext.getPackageManager();
        try {
            pm.getPackageInfo(""com.android.facelock"", PackageManager.GET_ACTIVITIES);
        } catch (PackageManager.NameNotFoundException e) {
            return false;
        }

        // Check that the camera is enabled
        if (!pm.hasSystemFeature(PackageManager.FEATURE_CAMERA_FRONT)) {
            return false;
        }
        if (getDevicePolicyManager().getCameraDisabled(null)) {
            return false;
        }


        return true;
","                        (isBiometricEnabled() && backupEnabled));
     * @return Whether biometric weak lock is enabled.
    public boolean isBiometricEnabled() {
        // TODO: check if it's installed
        return getLong(PASSWORD_TYPE_KEY, DevicePolicyManager.PASSWORD_QUALITY_SOMETHING)
                == DevicePolicyManager.PASSWORD_QUALITY_BIOMETRIC_WEAK;
",0,0
aecd24643c04cd455cdefd93c193a81d2d1abfa3,/rt/databinding/aegis/src/main/java/org/apache/cxf/aegis/type/TypeUtil.java,"            // believe it or not, this seems to be the only way to get the
","            // belive it or not, this seems to be the only way to get the
",1,1
495ff100e125c8eb4eb6913bc684540bf9921338,/src/main/java/com/amazonaws/services/rds/model/ReservedDBInstance.java,,"     *
     * @return A reference to this updated object so that method calls can be chained 
     *         together. 
",1,1
f7bec652039ce01319095c51741bf870c383ee09,/opendaylight/md-sal/sal-akka-raft/src/main/java/org/opendaylight/controller/cluster/raft/SnapshotManager.java,"            } else if(tempMin > currentBehavior.getReplicatedToAllIndex()) {
                // It's possible a follower was lagging and an install snapshot advanced its match index past
                // the current replicatedToAllIndex. Since the follower is now caught up we should advance the
                // replicatedToAllIndex (to tempMin). The fact that tempMin wasn't found in the log is likely
                // due to a previous snapshot triggered by the memory threshold exceeded, in that case we
                // trim the log to the last applied index even if previous entries weren't replicated to all followers.
                currentBehavior.setReplicatedToAllIndex(tempMin);
        private boolean capture(ReplicatedLogEntry lastLogEntry, long replicatedToAllIndex, String targetFollower) {
","
        private void capture(ReplicatedLogEntry lastLogEntry, long replicatedToAllIndex, boolean toInstall) {
",0,0
76ae8a7e6c5ad5b6785ddd0c861b0878679ff4af,/BukkitApi/org/bukkit/inventory/meta/SkullMeta.java,"    boolean setOwner(@Nullable String owner);
","     * 插件应该在调用这个方法之前检测hasOwner()是否返回true.
     * <p>
     * <p>
     * Plugins should check that hasOwner() returns true before calling this
     * plugin.
    boolean setOwner(String owner);
",0,0
31eb92a0f14bc5d866e242b2eae22790a422bb5e,/webs/kaleo-web/docroot/WEB-INF/service/com/liferay/portal/workflow/kaleo/service/persistence/KaleoTaskUtil.java,"		throws com.liferay.portal.workflow.kaleo.NoSuchTaskException {
		com.liferay.portal.workflow.kaleo.model.KaleoTask kaleoTask) {
","	* @throws SystemException if a system exception occurred
		throws com.liferay.portal.kernel.exception.SystemException,
			com.liferay.portal.workflow.kaleo.NoSuchTaskException {
		com.liferay.portal.workflow.kaleo.model.KaleoTask kaleoTask)
		throws com.liferay.portal.kernel.exception.SystemException {
",0,0
88e749b0f8672a50e2beb8f07e4251e4e8572a5d,/src/org/wordpress/android/GCMIntentService.java,"         * notifications being shown due to the device being registered multiple times with different tokens.
         * (still investigating how this could happen - 21-Oct-13)
","         * notifications being shown due to the device being registered multiple times with different tokens. 
         * (still investigating how this could happen - 21-Oct-13) 
",1,1
